-BEGIN HEADER-,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 ,,,,,,,
Location: Latitude  25.4205   Longitude 46.126 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 640.23 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,WD50M
2021,1,29,7,106.73,14.61,7.27,201.24
2021,1,29,8,268.08,17.26,6.77,201.86
2021,1,29,9,433.3,21.24,8.27,210.46
2021,1,29,10,602.44,24.61,9.32,218.81
2021,1,29,11,645.34,26.57,8.86,221.86
2021,1,29,12,661.4,27.7,8.38,220.93
2021,1,29,13,599.28,28.37,8.16,219.11
2021,1,29,14,459.9,28.59,8.05,217.28
2021,1,29,15,286.59,28.26,7.62,215.49
2021,1,29,16,130.7,25.73,4.79,208.85
2021,1,29,17,14.66,21.46,4.2,199.7
2021,1,29,18,0,20.05,4.26,196.58
2021,1,29,19,0,19.06,4.11,202.74
2021,1,29,20,0,18.91,3.73,220.62
2021,1,29,21,0,19.26,3.24,248.47
2021,1,29,22,0,19.08,2.93,283.13
2021,1,29,23,0,18.7,3.5,316.18
2021,1,30,0,0,17.62,5.47,340.92
2021,1,30,1,0,15.76,6.19,358.94
2021,1,30,2,0,13.62,5.27,11.94
2021,1,30,3,0,12.14,4.44,19.23
2021,1,30,4,0,10.99,3.62,23.59
2021,1,30,5,0,10.13,3.18,27.77
2021,1,30,6,0,9.56,2.99,30.31
2021,1,30,7,117.27,11.4,4.44,27.92
2021,1,30,8,319.26,14.38,4.98,19.63
2021,1,30,9,522.03,17.1,5.27,16.98
2021,1,30,10,673.79,18.83,5.06,12.89
2021,1,30,11,729.85,20.06,4.79,3.71
2021,1,30,12,738.21,20.87,4.38,350.28
2021,1,30,13,671.88,21.3,4.14,340.44
2021,1,30,14,537.8,21.28,3.98,337.26
2021,1,30,15,351.05,20.74,3.79,341.67
2021,1,30,16,154.11,19.16,3.34,0.68
2021,1,30,17,15.95,15.2,3.35,20.86
2021,1,30,18,0,13.95,4.24,30.27
2021,1,30,19,0,12.98,4.67,36.44
2021,1,30,20,0,11.93,4.47,41.06
2021,1,30,21,0,10.97,4.07,45.77
2021,1,30,22,0,10.12,3.72,50.12
2021,1,30,23,0,9.37,3.47,53.78
2021,1,31,0,0,8.69,3.32,56.66
2021,1,31,1,0,8.09,3.27,59.78
2021,1,31,2,0,7.51,3.25,65.07
2021,1,31,3,0,6.95,3.22,71.31
2021,1,31,4,0,6.43,3.2,76.4
2021,1,31,5,0,5.94,3.13,80.2
2021,1,31,6,7.73,5.65,3.02,84.64
2021,1,31,7,124.99,8.16,4.11,90.53
2021,1,31,8,348.26,11.23,4.15,93.82
2021,1,31,9,555.76,14.87,3.94,98.08
2021,1,31,10,705.22,17.03,3.03,105.85
2021,1,31,11,791.45,18.76,2.21,114.83
2021,1,31,12,797.95,20.12,1.37,127.55
2021,1,31,13,732.5,20.98,0.7,140.46
2021,1,31,14,596.15,21.37,0.32,167.01
2021,1,31,15,402.05,21.28,0.33,142.77
2021,1,31,16,182.09,19.98,0.88,76.33
2021,1,31,17,17.87,16.52,2.22,71.9
2021,1,31,18,0,14.64,3.04,76.83
2021,1,31,19,0,13.65,3.36,84.05
2021,1,31,20,0,12.76,3.55,91.89
2021,1,31,21,0,11.91,3.72,99.74
2021,1,31,22,0,11.05,3.73,106.86
2021,1,31,23,0,10.26,3.56,112.04
2021,2,1,0,0,9.58,3.33,117.16
2021,2,1,1,0,8.99,3.13,122.59
2021,2,1,2,0,8.48,3.02,128.52
2021,2,1,3,0,8.26,2.9,134.06
2021,2,1,4,0,7.76,2.88,140.66
2021,2,1,5,0,7.46,2.82,148.4
2021,2,1,6,7.76,7.47,2.75,154.75
2021,2,1,7,121.75,10.42,3.05,159.44
2021,2,1,8,340.8,13.06,2.93,158.76
2021,2,1,9,546.83,17.44,3.04,147.77
2021,2,1,10,694.2,20.33,2.74,141.29
2021,2,1,11,759.77,22.33,2.53,133.32
2021,2,1,12,762.3,23.68,2.51,129.78
2021,2,1,13,710.4,24.38,2.65,127.8
2021,2,1,14,578.15,24.51,2.89,125.63
2021,2,1,15,386.05,24.06,3.27,122.03
2021,2,1,16,174.21,21.73,2.8,110.3
2021,2,1,17,17.87,17.84,3.87,104.99
2021,2,1,18,0,16.68,4.89,106.41
2021,2,1,19,0,15.58,5.33,108.78
2021,2,1,20,0,14.39,4.83,110.34
2021,2,1,21,0,13.3,4.23,112.51
2021,2,1,22,0,12.36,3.81,116.75
2021,2,1,23,0,11.55,3.49,123.6
2021,2,2,0,0,10.85,3.32,131.55
2021,2,2,1,0,10.47,3.18,138.8
2021,2,2,2,0,10.11,3.07,145.89
2021,2,2,3,0,9.65,2.98,154.46
2021,2,2,4,0,9.24,2.96,163.55
2021,2,2,5,0,8.97,2.96,170.5
2021,2,2,6,7.62,8.76,2.96,172.77
2021,2,2,7,125.88,11.75,3.64,170.33
2021,2,2,8,342.66,14.51,3.42,164.57
2021,2,2,9,546.92,19.07,4.11,155.43
2021,2,2,10,696.2,22.13,4.19,156.42
2021,2,2,11,769.96,24.03,4.15,158.89
2021,2,2,12,780.09,25.19,4.14,160.18
2021,2,2,13,715.11,25.83,4.1,159.91
2021,2,2,14,579.66,25.94,4.02,157.64
2021,2,2,15,388.7,25.44,4.04,151.67
2021,2,2,16,177.48,22.93,2.96,135.53
2021,2,2,17,18.54,18.8,3.74,122.35
2021,2,2,18,0,17.75,4.69,119.28
2021,2,2,19,0,16.83,5.47,120.9
2021,2,2,20,0,15.69,5.57,124.54
2021,2,2,21,0,14.62,5.27,129.58
2021,2,2,22,0,13.76,5.04,135.58
2021,2,2,23,0,12.96,4.68,141.92
2021,2,3,0,0,12.27,4.3,147.94
2021,2,3,1,0,11.89,4.02,154.25
2021,2,3,2,0,11.59,3.75,160.59
2021,2,3,3,0,11.27,3.54,166.71
2021,2,3,4,0,10.73,3.32,172.5
2021,2,3,5,0,10.18,3.22,176.93
2021,2,3,6,7.52,10.11,3.19,178.96
2021,2,3,7,118.5,12.9,4.46,178.9
2021,2,3,8,321.34,15.5,4.01,174.51
2021,2,3,9,522.42,19.87,4.82,187.22
2021,2,3,10,676.7,23.23,5.02,197.27
2021,2,3,11,778.45,25.01,4.22,197.86
2021,2,3,12,788.83,26.18,3.58,197.32
2021,2,3,13,722.84,26.82,3.1,194.9
2021,2,3,14,594.12,26.9,2.82,190.24
2021,2,3,15,405.66,26.44,2.71,183.11
2021,2,3,16,189.97,23.92,2,163.94
2021,2,3,17,20.49,20.15,2.88,143.32
2021,2,3,18,0,18.59,3.61,136.07
2021,2,3,19,0,17.82,4.03,135.78
2021,2,3,20,0,17.14,4.64,139.18
2021,2,3,21,0,16.4,5.22,144.17
2021,2,3,22,0,15.67,5.52,150.12
2021,2,3,23,0,15.01,5.52,156.4
2021,2,4,0,0,14.48,5.39,162.91
2021,2,4,1,0,13.98,5.18,169.27
2021,2,4,2,0,13.49,5.04,175.29
2021,2,4,3,0,13.02,4.95,179.38
2021,2,4,4,0,12.66,4.96,181.9
2021,2,4,5,0,12.35,4.96,183.77
2021,2,4,6,8.16,12.13,4.86,185.39
2021,2,4,7,144.09,14.37,6.16,185.94
2021,2,4,8,373.02,17.3,5.73,183.3
2021,2,4,9,576.02,21.73,6.1,179.38
2021,2,4,10,727.74,25.37,6.59,170.81
2021,2,4,11,784.86,27.3,6.32,162.22
2021,2,4,12,795.73,28.37,6.29,158.56
2021,2,4,13,732.4,28.85,6.32,157.56
2021,2,4,14,596.91,28.84,6.37,156.08
2021,2,4,15,405.73,28.23,6.43,152.21
2021,2,4,16,188.28,25.82,5.04,141.94
2021,2,4,17,21.09,21.81,5.16,134.03
2021,2,4,18,0,20.87,6.96,134.22
2021,2,4,19,0,19.88,7.83,138.17
2021,2,4,20,0,18.68,7.61,141.47
2021,2,4,21,0,17.54,7.38,145.11
2021,2,4,22,0,16.72,7.41,148.9
2021,2,4,23,0,15.99,7.32,152.19
2021,2,5,0,0,15.32,7.16,154.57
2021,2,5,1,0,14.67,6.76,157.3
2021,2,5,2,0,14,6.12,161.91
2021,2,5,3,0,13.32,5.44,167.77
2021,2,5,4,0,12.76,5.11,170.74
2021,2,5,5,0,12.44,5.21,168.28
2021,2,5,6,7.82,12.51,5.9,164.47
2021,2,5,7,130.62,14.3,7.01,163.61
2021,2,5,8,334.52,17.3,6.8,164.48
2021,2,5,9,490.47,21.83,10.22,169.88
2021,2,5,10,630.87,24.75,10.91,173.54
2021,2,5,11,698.43,26.76,10.72,177.29
2021,2,5,12,702.31,28.08,10.42,179.05
2021,2,5,13,527.34,28.71,10.08,180.04
2021,2,5,14,388.92,28.76,9.63,181.05
2021,2,5,15,250.33,28.26,8.91,180.45
2021,2,5,16,100.05,26.44,6.47,172.79
2021,2,5,17,16.83,22.98,5.42,159.4
2021,2,5,18,0,22.16,7.21,151.56
2021,2,5,19,0,21.15,8.32,149.81
2021,2,5,20,0,19.83,8.37,148.91
2021,2,5,21,0,18.44,7.75,150.12
2021,2,5,22,0,17.55,6.47,158.88
2021,2,5,23,0,16.91,4.81,192.68
2021,2,6,0,0,16.69,5.71,246.85
2021,2,6,1,0,15.44,6.7,285.21
2021,2,6,2,0,13.37,8.78,310.61
2021,2,6,3,0,12.06,7.62,320.44
2021,2,6,4,0,11.54,5.64,326.78
2021,2,6,5,0,11.09,3.97,333.76
2021,2,6,6,7,11.21,3.78,334.51
2021,2,6,7,76.78,12.42,5.52,331.26
2021,2,6,8,184.64,14.06,6.69,327.72
2021,2,6,9,308.37,15.05,5.92,324.23
2021,2,6,10,492.09,15.76,4.84,323.92
2021,2,6,11,366.61,16.34,3.94,326.75
2021,2,6,12,365.64,17.24,2.82,325.68
2021,2,6,13,345.85,18.08,1.84,295.2
2021,2,6,14,297.07,18.26,1.74,260.79
2021,2,6,15,223.36,18.2,1.5,236.17
2021,2,6,16,127.59,17.82,1.21,204.34
2021,2,6,17,19.86,16.12,0.93,140.69
2021,2,6,18,0,15.01,1.46,103.74
2021,2,6,19,0,14.2,1.77,87.65
2021,2,6,20,0,13.9,1.79,75.88
2021,2,6,21,0,13.7,1.55,56.97
2021,2,6,22,0,13.08,1.45,15.54
2021,2,6,23,0,11.6,2.12,339.32
2021,2,7,0,0,10.69,2.76,327.52
2021,2,7,1,0,10.17,3.13,325.38
2021,2,7,2,0,9.54,3.28,324.46
2021,2,7,3,0,8.92,3.17,319.92
2021,2,7,4,0,8.44,3.11,313.25
2021,2,7,5,0,7.99,3.12,308.15
2021,2,7,6,8.05,7.81,3.27,305.87
2021,2,7,7,134.42,9.73,4.66,305.63
2021,2,7,8,354.38,12.65,5.35,307.57
2021,2,7,9,563.31,15.12,5.64,302.25
2021,2,7,10,716.06,16.94,5.67,299.91
2021,2,7,11,804.79,18.3,5.76,299.05
2021,2,7,12,791.58,19.17,5.9,300.02
2021,2,7,13,707.45,19.55,6.06,302.91
2021,2,7,14,540.56,19.48,6.23,307.04
2021,2,7,15,324.28,18.84,6.38,311.33
2021,2,7,16,177.8,17.54,6.24,316.5
2021,2,7,17,22.47,14.97,4.37,323.99
2021,2,7,18,0,14.27,4.83,330.47
2021,2,7,19,0,13.83,4.94,334.79
2021,2,7,20,0,13.33,4.73,337.24
2021,2,7,21,0,12.81,4.49,338.56
2021,2,7,22,0,12.29,4.18,339.38
2021,2,7,23,0,11.67,3.8,340.59
2021,2,8,0,0,10.23,3.15,340.46
2021,2,8,1,0,9.62,2.98,340.1
2021,2,8,2,0,9.08,2.94,342.01
2021,2,8,3,0,8.68,2.89,344.62
2021,2,8,4,0,7.84,2.79,344.64
2021,2,8,5,0,7.28,2.85,342.15
2021,2,8,6,8.28,7.17,3.28,339.85
2021,2,8,7,114.33,9.18,5.28,344.3
2021,2,8,8,262.2,11.57,6,350.22
2021,2,8,9,329.37,13.61,5.68,353.9
2021,2,8,10,518.95,15.44,5.22,358.97
2021,2,8,11,702.12,17.05,4.99,3.34
2021,2,8,12,792.07,18.15,4.86,8.28
2021,2,8,13,738.55,18.83,4.79,14.39
2021,2,8,14,605.08,19.03,4.92,19.71
2021,2,8,15,411.61,18.55,5.07,22.87
2021,2,8,16,194.3,17.29,4.84,24.15
2021,2,8,17,24.99,13.94,2.99,24.21
2021,2,8,18,0,12.34,2.98,23.58
2021,2,8,19,0,11.49,2.98,22.6
2021,2,8,20,0,10.73,2.91,20.15
2021,2,8,21,0,10.04,2.84,15.17
2021,2,8,22,0,9.4,2.83,9.42
2021,2,8,23,0,8.82,2.89,5.1
2021,2,9,0,0,8.27,2.88,2.17
2021,2,9,1,0,7.74,2.69,357.67
2021,2,9,2,0,7.27,2.49,352.52
2021,2,9,3,0,6.79,2.48,349.63
2021,2,9,4,0,6.38,2.42,347.05
2021,2,9,5,0,6.18,2.24,345.75
2021,2,9,6,9.99,6.13,2.17,349.39
2021,2,9,7,169.77,8.93,2.74,352.11
2021,2,9,8,405.69,11.78,2.76,357.83
2021,2,9,9,611.39,15.75,3.64,7.07
2021,2,9,10,765.47,17.76,3.72,6.04
2021,2,9,11,834.31,19.42,3.76,5.67
2021,2,9,12,844.93,20.79,3.92,4.82
2021,2,9,13,780.59,21.75,4.3,5.84
2021,2,9,14,640.61,22.08,4.78,9.89
2021,2,9,15,439.28,21.68,5.21,15.16
2021,2,9,16,212.12,20.13,4.53,18.55
2021,2,9,17,27.29,15.75,3.54,19.33
2021,2,9,18,0,14.13,3.75,21
2021,2,9,19,0,12.97,3.63,23.78
2021,2,9,20,0,11.8,3.4,25.85
2021,2,9,21,0,10.81,3.1,25.89
2021,2,9,22,0,10.22,2.7,24.11
2021,2,9,23,0,10.01,2.32,18.64
2021,2,10,0,0,9.72,2.14,8.13
2021,2,10,1,0,8.92,2.31,353.89
2021,2,10,2,0,7.75,2.73,344.11
2021,2,10,3,0,6.86,3.13,340.64
2021,2,10,4,0,6.32,3.37,341.76
2021,2,10,5,0,5.91,3.46,345.24
2021,2,10,6,10.35,5.88,3.37,348.99
2021,2,10,7,173.73,9.41,4.1,351.95
2021,2,10,8,412.48,12.19,3.62,354.83
2021,2,10,9,624.57,16.63,5,7.79
2021,2,10,10,774.36,19.21,5.14,8.98
2021,2,10,11,860.41,20.84,4.93,10.01
2021,2,10,12,858.59,22.17,4.83,10.37
2021,2,10,13,803.32,23.12,4.82,12.73
2021,2,10,14,660.8,23.38,4.77,18.16
2021,2,10,15,462.19,22.93,4.65,25.79
2021,2,10,16,235.88,20.81,3.28,32.48
2021,2,10,17,31.87,16.01,3.22,36.48
2021,2,10,18,0,14.39,3.3,38.84
2021,2,10,19,0,13.51,3.12,39.3
2021,2,10,20,0,13.16,2.75,37.4
2021,2,10,21,0,13.1,2.35,34.4
2021,2,10,22,0,13.1,1.98,29.67
2021,2,10,23,0,12.97,1.71,16.13
2021,2,11,0,0,12.71,1.63,359.01
2021,2,11,1,0,12.47,1.67,351.36
2021,2,11,2,0,11.73,1.79,353.05
2021,2,11,3,0,11.32,1.81,2.84
2021,2,11,4,0,11.21,1.69,12.74
2021,2,11,5,0,11.38,1.34,26.79
2021,2,11,6,11.29,11.43,0.89,37.25
2021,2,11,7,181.51,13.05,0.45,50.39
2021,2,11,8,420.4,15.13,0.09,126.03
2021,2,11,9,632.7,18.84,0.21,32.23
2021,2,11,10,783.08,23.19,1.39,10.09
2021,2,11,11,850.25,24.7,1.84,7.13
2021,2,11,12,861.02,25.51,2.3,6.71
2021,2,11,13,789.42,25.9,2.65,9.28
2021,2,11,14,654.16,25.81,2.86,11.87
2021,2,11,15,458.73,25.19,3.06,15.53
2021,2,11,16,229.48,22.71,2.4,26.61
2021,2,11,17,31.05,17.81,3.17,38.54
2021,2,11,18,0,15.97,3.51,48.48
2021,2,11,19,0,14.83,3.5,58.69
2021,2,11,20,0,13.87,3.31,70.19
2021,2,11,21,0,13.1,3.07,83.42
2021,2,11,22,0,12.62,2.79,99.26
2021,2,11,23,0,12.48,2.48,117.32
2021,2,12,0,0,12.43,2.23,132.56
2021,2,12,1,0,12.56,1.93,146.77
2021,2,12,2,0,12.67,1.64,166.59
2021,2,12,3,0,12.29,1.65,197.94
2021,2,12,4,0,11.58,1.86,221.86
2021,2,12,5,0,10.98,1.96,238.49
2021,2,12,6,11.13,10.35,2.12,252.57
2021,2,12,7,171.35,12.73,2.22,263.31
2021,2,12,8,404.29,15.41,2.37,273.77
2021,2,12,9,614.14,19.28,1.49,289.98
2021,2,12,10,738.7,23.1,1.6,309.94
2021,2,12,11,837.35,24.67,2.15,315.69
2021,2,12,12,841.52,25.54,2.3,320.03
2021,2,12,13,715.49,25.86,2.34,328.91
2021,2,12,14,562.99,25.73,2.51,335.17
2021,2,12,15,353.11,25.28,2.64,339.56
2021,2,12,16,159.42,23.29,2.18,357.74
2021,2,12,17,28.39,18.56,2.89,19.66
2021,2,12,18,0,16.51,3.43,34.79
2021,2,12,19,0,15.31,3.65,46.31
2021,2,12,20,0,14.27,3.67,55.99
2021,2,12,21,0,13.32,3.58,65.39
2021,2,12,22,0,12.55,3.43,74.94
2021,2,12,23,0,11.89,3.31,85.01
2021,2,13,0,0,11.25,3.21,96.26
2021,2,13,1,0,10.72,3.15,109.69
2021,2,13,2,0,10.29,3.17,123.67
2021,2,13,3,0,9.94,3.25,136.39
2021,2,13,4,0,9.68,3.38,147.38
2021,2,13,5,0,9.54,3.47,155.62
2021,2,13,6,11.12,10.07,3.36,161.3
2021,2,13,7,169.94,13.83,3.43,167.57
2021,2,13,8,397.71,16.64,3.78,172.55
2021,2,13,9,569,20.42,3.44,179.89
2021,2,13,10,745.63,24.23,3.23,201.63
2021,2,13,11,629.68,25.55,2.21,217.22
2021,2,13,12,620.22,26.11,1.53,233.81
2021,2,13,13,634.71,26.16,0.9,246.18
2021,2,13,14,560.38,26.05,0.29,278.3
2021,2,13,15,387.71,25.7,0.19,14.42
2021,2,13,16,202.82,24.41,0.6,95.49
2021,2,13,17,29.21,22.57,1.19,106.93
2021,2,13,18,0,21.17,1.51,105.63
2021,2,13,19,0,20.05,1.69,102.37
2021,2,13,20,0,18.87,2.15,103.45
2021,2,13,21,0,17.73,2.66,109.51
2021,2,13,22,0,16.33,3.08,116.57
2021,2,13,23,0,14.87,3.29,122.29
2021,2,14,0,0,13.62,3.42,128.16
2021,2,14,1,0,12.83,3.46,134.68
2021,2,14,2,0,12.24,3.45,140.74
2021,2,14,3,0,11.76,3.5,143.91
2021,2,14,4,0,11.34,3.55,146.49
2021,2,14,5,0,10.99,3.58,151.22
2021,2,14,6,11.55,11.09,3.54,156.37
2021,2,14,7,166.06,15.18,4.07,160.19
2021,2,14,8,397.66,18.31,4.19,161
2021,2,14,9,607.39,22.58,4.19,140.42
2021,2,14,10,760.86,25.74,5.01,122.09
2021,2,14,11,843.58,27.16,5.3,116.46
2021,2,14,12,854.33,27.98,5.21,115.23
2021,2,14,13,790.73,28.32,5.03,114.78
2021,2,14,14,658.55,28.15,4.89,114.09
2021,2,14,15,465.09,27.46,4.8,112.92
2021,2,14,16,235.68,25.44,3.62,110.36
2021,2,14,17,33.97,20.65,3.53,107.85
2021,2,14,18,0,18.98,3.89,108.07
2021,2,14,19,0,18.01,4.03,110.8
2021,2,14,20,0,17.03,4.06,115.3
2021,2,14,21,0,16.09,4.04,121.31
2021,2,14,22,0,15.22,3.99,128.46
2021,2,14,23,0,14.47,3.93,136.09
2021,2,15,0,0,13.87,3.92,143.99
2021,2,15,1,0,13.39,3.92,151.06
2021,2,15,2,0,13.02,3.94,157.49
2021,2,15,3,0,12.73,3.96,163.77
2021,2,15,4,0,12.49,3.99,169.12
2021,2,15,5,0,12.37,4.11,171.56
2021,2,15,6,12.62,12.95,4.16,173.31
2021,2,15,7,160.4,16.58,5.56,177.32
2021,2,15,8,405.48,19.56,5.41,179.48
2021,2,15,9,617.27,23.93,5.65,172.7
2021,2,15,10,760.08,26.46,5.37,166.49
2021,2,15,11,830.61,27.8,4.95,161.36
2021,2,15,12,834.7,28.5,4.7,159.44
2021,2,15,13,773.84,28.9,4.57,159.01
2021,2,15,14,649.52,28.81,4.57,158.5
2021,2,15,15,434.14,28.18,4.71,155.87
2021,2,15,16,194.63,26.32,3.73,150.19
2021,2,15,17,31.37,21.94,3.55,145.13
2021,2,15,18,0,20.57,4.06,145.17
2021,2,15,19,0,19.81,4.44,146.73
2021,2,15,20,0,19.17,4.72,148.67
2021,2,15,21,0,18.48,4.94,151.39
2021,2,15,22,0,17.44,4.99,155.43
2021,2,15,23,0,16.7,5.03,160.55
2021,2,16,0,0,16.12,5.07,165.83
2021,2,16,1,0,15.61,5.06,170.36
2021,2,16,2,0,15.12,4.99,174.26
2021,2,16,3,0,14.7,4.97,177.45
2021,2,16,4,0,14.33,5.01,179.68
2021,2,16,5,0,14.04,5.13,181.18
2021,2,16,6,13.4,14.19,5.48,182.76
2021,2,16,7,182.39,16.8,7.1,183.48
2021,2,16,8,419.18,20.01,6.76,182.99
2021,2,16,9,626.88,24.67,7.86,180.96
2021,2,16,10,779.87,27.3,8.21,179.9
2021,2,16,11,847.84,28.91,7.81,178.63
2021,2,16,12,857.2,29.94,7.46,177.17
2021,2,16,13,795.48,30.42,7.23,174.5
2021,2,16,14,655.04,30.36,7.16,171.46
2021,2,16,15,453.64,29.72,7.15,168.32
2021,2,16,16,224.8,27.84,5.8,162.48
2021,2,16,17,33.09,23.26,4.64,154.23
2021,2,16,18,0,21.98,5.94,151.83
2021,2,16,19,0,21.42,7.37,153.81
2021,2,16,20,0,20.15,7.28,155.55
2021,2,16,21,0,18.97,7.19,157.91
2021,2,16,22,0,18.12,7.3,159.55
2021,2,16,23,0,17.46,7.45,160.52
2021,2,17,0,0,16.94,7.53,162.91
2021,2,17,1,0,16.49,7.31,167.88
2021,2,17,2,0,16.02,6.97,173.28
2021,2,17,3,0,15.69,6.81,175.95
2021,2,17,4,0,15.26,6.57,176.69
2021,2,17,5,0,14.95,6.38,178.49
2021,2,17,6,12.98,14.99,6.41,183.95
2021,2,17,7,163,16.93,7.11,191.24
2021,2,17,8,368.56,20.26,7.18,197.4
2021,2,17,9,464.18,24.53,10.17,204.43
2021,2,17,10,607.43,27.65,10.83,212.73
2021,2,17,11,730.77,29.82,9.83,220.15
2021,2,17,12,721.01,31.1,8.52,220.52
2021,2,17,13,630.83,31.82,7.74,217.74
2021,2,17,14,536.13,32.05,7.29,213.82
2021,2,17,15,302.14,31.71,6.81,207.06
2021,2,17,16,143.45,29.89,4.6,191.49
2021,2,17,17,23.5,25.81,3.74,169.98
2021,2,17,18,0,25.05,4.05,165.47
2021,2,17,19,0,24.23,3.92,182.21
2021,2,17,20,0,23.51,4.25,223.83
2021,2,17,21,0,22.98,5.06,250.95
2021,2,17,22,0,22.4,5.73,271.41
2021,2,17,23,0,20.99,5.98,284.49
2021,2,18,0,0,19.97,6.63,280.67
2021,2,18,1,0,19.63,6.41,270.15
2021,2,18,2,0,19.51,7.34,259.42
2021,2,18,3,0,19.4,8.87,249.28
2021,2,18,4,0,19.44,8.99,241.97
2021,2,18,5,0,19.19,7.45,241.78
2021,2,18,6,8.97,18.62,6.18,250.33
2021,2,18,7,44.66,18.46,6.82,268.55
2021,2,18,8,130.27,18.05,7.81,277.25
2021,2,18,9,195.14,17.11,7.99,275.49
2021,2,18,10,276.87,16.62,7.94,277.03
2021,2,18,11,295.45,16.9,7.78,280.33
2021,2,18,12,402.05,17.48,6.71,287.67
2021,2,18,13,384.98,18.46,5.9,300.36
2021,2,18,14,397.03,19.23,5.71,314.66
2021,2,18,15,257.37,19.32,5.89,327.2
2021,2,18,16,117.4,18.58,5.79,340.4
2021,2,18,17,28.56,16.87,4.78,358.22
2021,2,18,18,0,15.12,4.76,14.67
2021,2,18,19,0,13.44,4.8,27.28
2021,2,18,20,0,12.18,4.88,36.4
2021,2,18,21,0,11.18,4.72,41.97
2021,2,18,22,0,10.3,4.3,44.58
2021,2,18,23,0,9.48,3.88,46.26
2021,2,19,0,0,8.8,3.82,46.5
2021,2,19,1,0,8.18,3.89,44.57
2021,2,19,2,0,7.4,3.56,42.04
2021,2,19,3,0,6.68,3.55,40.45
2021,2,19,4,0,6.01,3.64,42.02
2021,2,19,5,0,5.4,3.66,44.85
2021,2,19,6,13.19,5.23,3.76,46.99
2021,2,19,7,132.07,6.83,4.32,53.44
2021,2,19,8,310.2,10.34,5.61,54.19
2021,2,19,9,446.02,12.92,5.21,53.15
2021,2,19,10,537.95,14.83,4.68,52.29
2021,2,19,11,659.44,16.42,4.38,48.63
2021,2,19,12,580.9,17.66,4.18,41.6
2021,2,19,13,555.96,18.44,3.39,38.91
2021,2,19,14,451.01,18.73,2.64,52.95
2021,2,19,15,261.2,18.47,2.74,62.7
2021,2,19,16,200.1,17.55,3.27,62.03
2021,2,19,17,34.16,14.48,2.82,59.87
2021,2,19,18,0,13.03,3.57,63.02
2021,2,19,19,0,12.3,4,67.56
2021,2,19,20,0,11.4,3.96,71.6
2021,2,19,21,0,10.65,4.09,74.49
2021,2,19,22,0,9.96,3.94,77.01
2021,2,19,23,0,9.44,3.5,81.72
2021,2,20,0,0,8.68,2.93,93.14
2021,2,20,1,0,8.51,3.04,108.34
2021,2,20,2,0,8.92,3.51,115.95
2021,2,20,3,0,8.94,3.92,116.76
2021,2,20,4,0,8.74,3.83,114.66
2021,2,20,5,0,8.82,4.08,112.7
2021,2,20,6,10.72,8.73,3.85,114.72
2021,2,20,7,68.91,9.14,4.01,113.65
2021,2,20,8,175.17,9.73,4.22,107.22
2021,2,20,9,276.24,10.44,4.14,102.26
2021,2,20,10,272.23,11.43,4.02,99.94
2021,2,20,11,373.02,12.4,3.88,103.91
2021,2,20,12,467.02,12.9,3.77,111.86
2021,2,20,13,461.76,13.09,3.6,122.41
2021,2,20,14,367.82,13.06,3.32,133.95
2021,2,20,15,247.02,12.8,3.2,141.48
2021,2,20,16,94.94,12.48,3.32,133.98
2021,2,20,17,25.59,12,3.68,116.25
2021,2,20,18,0,11.37,3.84,102.97
2021,2,20,19,0,10.89,4.36,95.05
2021,2,20,20,0,10.4,4.98,91.39
2021,2,20,21,0,9.85,5.21,87.13
2021,2,20,22,0,9.48,4.34,89.86
2021,2,20,23,0,9.56,2.33,112.92
2021,2,21,0,0,9.52,2.14,112.4
2021,2,21,1,0,9.8,4.23,97.24
2021,2,21,2,0,9.64,3.94,95.54
2021,2,21,3,0,9.58,3.89,92.45
2021,2,21,4,0,9.3,3.65,85.8
2021,2,21,5,0,9.15,3.86,80.26
2021,2,21,6,13.45,9.15,4.44,79.33
2021,2,21,7,90.64,10.03,4.94,82.3
2021,2,21,8,156.17,11.5,5.25,84.81
2021,2,21,9,284.98,13.37,5.26,89.69
2021,2,21,10,411.37,15.68,4.82,102.3
2021,2,21,11,386.65,18.07,4.23,119.15
2021,2,21,12,485.05,19.8,3.98,131.81
2021,2,21,13,406.02,20.83,3.81,137.2
2021,2,21,14,357.33,20.7,3.91,138.88
2021,2,21,15,219.77,20.06,4.35,133.47
2021,2,21,16,151.17,19.07,5.02,121.21
2021,2,21,17,27.02,17.46,5.66,107.42
2021,2,21,18,0,15.96,6.79,100.81
